api	author	count	total
d3.svg	hobbes7878	3	775
d3.svg	mpmckenna8	4	775
d3.svg	wiinci	1	775
d3.svg	dougdowson	5	775
d3.svg	danharr	10	775
d3.svg	MikeCostelloe	2	775
d3.svg	seemantk	1	775
d3.svg	gisminister	1	775
d3.svg	iros	3	775
d3.svg.line	mbostock	54	307
d3.svg.line	jasondavies	6	307
d3.svg.line	biovisualize	13	307
d3.svg.line	enjalot	115	307
d3.svg.line	zjonsson	9	307
d3.svg.line	syntagmatic	36	307
d3.svg.line	emeeks	7	307
d3.svg.line	milroc	7	307
d3.svg.line	timelyportfolio	25	307
d3.svg.line	jugglingnutcase	1	307
d3.svg.line	christophermanning	8	307
d3.svg.line	gelicia	3	307
d3.svg.line	bollwyvl	2	307
d3.svg.line	herrstucki	1	307
d3.svg.line	jeremybuis	1	307
d3.svg.line	jfsiii	2	307
d3.svg.line	tomgp	4	307
d3.svg.line	ckuijjer	3	307
d3.svg.line	vlandham	1	307
d3.svg.line	dougdowson	3	307
d3.svg.line	MikeCostelloe	2	307
d3.svg.line	danharr	4	307
d3.svg.line.radial	mbostock	5	16
d3.svg.line.radial	biovisualize	1	16
d3.svg.line.radial	zjonsson	1	16
d3.svg.line.radial	syntagmatic	4	16
d3.svg.line.radial	jasondavies	1	16
d3.svg.line.radial	milroc	2	16
d3.svg.line.radial	timelyportfolio	1	16
d3.svg.line.radial	emeeks	1	16
d3.svg.symbol	mbostock	7	21
d3.svg.symbol	zjonsson	1	21
d3.svg.symbol	syntagmatic	1	21
d3.svg.symbol	jasondavies	1	21
d3.svg.symbol	vlandham	1	21
d3.svg.symbol	enjalot	3	21
d3.svg.symbol	timelyportfolio	3	21
d3.svg.symbol	milroc	2	21
d3.svg.symbol	herrstucki	2	21
d3.svg.symbolTypes	mbostock	3	9
d3.svg.symbolTypes	zjonsson	1	9
d3.svg.symbolTypes	syntagmatic	1	9
d3.svg.symbolTypes	jasondavies	1	9
d3.svg.symbolTypes	vlandham	1	9
d3.svg.symbolTypes	milroc	2	9
d3.text	zjonsson	1	15
d3.text	mbostock	2	15
d3.text	syntagmatic	5	15
d3.text	jasondavies	1	15
d3.text	timelyportfolio	1	15
d3.text	milroc	1	15
d3.text	pcj	1	15
d3.text	bollwyvl	1	15
d3.text	christophermanning	1	15
d3.text	danharr	1	15
d3.time.day	mbostock	15	49
d3.time.day	syntagmatic	1	49
d3.time.day	jasondavies	1	49
d3.time.day	enjalot	21	49
d3.time.day	zjonsson	1	49
d3.time.day	timelyportfolio	2	49
d3.time.day	biovisualize	1	49
d3.time.day	herrstucki	1	49
d3.time.day	milroc	2	49
d3.time.day	gelicia	4	49
d3.time.dayOfYear	syntagmatic	1	5
d3.time.dayOfYear	mbostock	2	5
d3.time.dayOfYear	jasondavies	1	5
d3.time.dayOfYear	milroc	1	5
d3.time.days	mbostock	7	19
d3.time.days	syntagmatic	1	19
d3.time.days	jasondavies	1	19
d3.time.days	enjalot	4	19
d3.time.days	timelyportfolio	1	19
d3.time.days	milroc	1	19
d3.time.days	gelicia	4	19
d3.time.format.iso	syntagmatic	2	7
d3.time.format.iso	mbostock	1	7
d3.time.format.iso	jasondavies	1	7
d3.time.format.iso	zjonsson	1	7
d3.time.format.iso	biovisualize	1	7
d3.time.format.iso	milroc	1	7
d3.time.format	mbostock	40	172
d3.time.format	zjonsson	4	172
d3.time.format	enjalot	45	172
d3.time.format	timelyportfolio	31	172
d3.time.format	syntagmatic	5	172
d3.time.format	jasondavies	1	172
d3.time.format	vlandham	1	172
d3.time.format	jugglingnutcase	3	172
d3.time.format	biovisualize	7	172
d3.time.format	herrstucki	2	172
d3.time.format	milroc	9	172
d3.time.format	gelicia	12	172
d3.time.format	jfsiii	2	172
d3.time.format	jeremybuis	1	172
d3.time.format	ckuijjer	1	172
d3.time.format	ramnathv	2	172
d3.time.format	tomgp	2	172
d3.time.format	dougdowson	1	172
d3.time.format	MikeCostelloe	2	172
d3.time.format	seemantk	1	172
d3.time.format.multi	mbostock	1	2
d3.time.format.multi	milroc	1	2
d3.time.format.utc	syntagmatic	1	15
d3.time.format.utc	mbostock	2	15
d3.time.format.utc	jasondavies	1	15
d3.time.format.utc	jugglingnutcase	1	15
d3.time.format.utc	enjalot	9	15
d3.time.format.utc	milroc	1	15
d3.time.hour	syntagmatic	1	12
d3.time.hour	mbostock	3	12
d3.time.hour	jasondavies	1	12
d3.time.hour	enjalot	3	12
d3.time.hour	timelyportfolio	1	12
d3.time.hour	milroc	2	12
d3.time.hour	gelicia	1	12
d3.time.hours	syntagmatic	1	7
d3.time.hours	mbostock	3	7
d3.time.hours	jasondavies	1	7
d3.time.hours	enjalot	1	7
d3.time.hours	milroc	1	7
d3.time	mbostock	112	366
d3.time	biovisualize	11	366
d3.time	zjonsson	7	366
d3.time	enjalot	100	366
d3.time	jasondavies	13	366
d3.time	timelyportfolio	42	366
d3.time	syntagmatic	20	366
d3.time	vlandham	2	366
d3.time	jugglingnutcase	4	366
d3.time	christophermanning	10	366
d3.time	herrstucki	2	366
d3.time	jeremybuis	2	366
d3.time	ramnathv	4	366
d3.time	milroc	12	366
d3.time	gelicia	13	366
d3.time	jfsiii	2	366
d3.time	ckuijjer	2	366
d3.time	tomgp	2	366
d3.time	dougdowson	1	366
d3.time	MikeCostelloe	2	366
d3.time	seemantk	1	366
d3.time	danharr	1	366
d3.time	iros	1	366
d3.time.minute	syntagmatic	1	5
d3.time.minute	mbostock	1	5
d3.time.minute	jasondavies	1	5
d3.time.minute	timelyportfolio	1	5
d3.time.minute	milroc	1	5
d3.time.minutes	syntagmatic	1	4
d3.time.minutes	mbostock	1	4
d3.time.minutes	jasondavies	1	4
d3.time.minutes	milroc	1	4
d3.time.monday	syntagmatic	1	4
d3.time.monday	mbostock	1	4
d3.time.monday	jasondavies	1	4
d3.time.monday	milroc	1	4
d3.time.mondayOfYear	syntagmatic	1	4
d3.time.mondayOfYear	mbostock	1	4
d3.time.mondayOfYear	jasondavies	1	4
d3.time.mondayOfYear	milroc	1	4
d3.time.month	mbostock	6	23
d3.time.month	syntagmatic	4	23
d3.time.month	jasondavies	1	23
d3.time.month	enjalot	2	23
d3.time.month	zjonsson	1	23
d3.time.month	timelyportfolio	4	23
d3.time.month	herrstucki	1	23
d3.time.month	milroc	1	23
d3.time.month	gelicia	3	23
d3.time.months	mbostock	4	17
d3.time.months	syntagmatic	4	17
d3.time.months	jasondavies	1	17
d3.time.months	enjalot	2	17
d3.time.months	zjonsson	1	17
d3.time.months	timelyportfolio	1	17
d3.time.months	milroc	1	17
d3.time.months	gelicia	3	17
d3.time.scale	mbostock	43	186
d3.time.scale	biovisualize	8	186
d3.time.scale	zjonsson	5	186
d3.time.scale	jasondavies	2	186
d3.time.scale	timelyportfolio	22	186
d3.time.scale	syntagmatic	5	186
d3.time.scale	enjalot	70	186
d3.time.scale	vlandham	1	186
d3.time.scale	jugglingnutcase	1	186
d3.time.scale	herrstucki	2	186
d3.time.scale	milroc	8	186
d3.time.scale	gelicia	10	186
d3.time.scale	jfsiii	1	186
d3.time.scale	jeremybuis	1	186
d3.time.scale	ckuijjer	2	186
d3.time.scale	dougdowson	1	186
d3.time.scale	MikeCostelloe	2	186
d3.time.scale	seemantk	1	186
d3.time.scale	danharr	1	186
d3.time.second	syntagmatic	1	6
d3.time.second	mbostock	2	6
d3.time.second	jasondavies	1	6
d3.time.second	timelyportfolio	1	6
d3.time.second	milroc	1	6
d3.time.seconds	syntagmatic	1	4
d3.time.seconds	mbostock	1	4
d3.time.seconds	jasondavies	1	4
d3.time.seconds	milroc	1	4
d3.time.sunday	syntagmatic	1	4
d3.time.sunday	mbostock	1	4
d3.time.sunday	jasondavies	1	4
d3.time.sunday	milroc	1	4
d3.time.sundayOfYear	syntagmatic	1	4
d3.time.sundayOfYear	mbostock	1	4
d3.time.sundayOfYear	jasondavies	1	4
d3.time.sundayOfYear	milroc	1	4
d3.time.week	syntagmatic	1	6
d3.time.week	mbostock	2	6
d3.time.week	jasondavies	1	6
d3.time.week	milroc	1	6
d3.time.week	jeremybuis	1	6
d3.time.weekOfYear	syntagmatic	1	4
d3.time.weekOfYear	mbostock	1	4
d3.time.weekOfYear	jasondavies	1	4
d3.time.weekOfYear	milroc	1	4
d3.time.weeks	syntagmatic	1	5
d3.time.weeks	mbostock	1	5
d3.time.weeks	jasondavies	1	5
d3.time.weeks	milroc	1	5
d3.time.weeks	jeremybuis	1	5
d3.time.year	jasondavies	2	15
d3.time.year	timelyportfolio	4	15
d3.time.year	syntagmatic	1	15
d3.time.year	mbostock	4	15
d3.time.year	herrstucki	1	15
d3.time.year	milroc	1	15
d3.time.year	gelicia	2	15
d3.time.years	timelyportfolio	3	12
d3.time.years	syntagmatic	1	12
d3.time.years	mbostock	3	12
d3.time.years	jasondavies	1	12
d3.time.years	herrstucki	1	12
d3.time.years	milroc	1	12
d3.time.years	gelicia	2	12
d3.timer.flush	mbostock	4	18
d3.timer.flush	zjonsson	1	18
d3.timer.flush	timelyportfolio	5	18
d3.timer.flush	syntagmatic	1	18
d3.timer.flush	jasondavies	3	18
d3.timer.flush	christophermanning	1	18
d3.timer.flush	milroc	3	18
d3.timer	mbostock	58	139
d3.timer	enjalot	19	139
d3.timer	zjonsson	2	139
d3.timer	jasondavies	12	139
d3.timer	biovisualize	2	139
d3.timer	syntagmatic	17	139
d3.timer	timelyportfolio	8	139
d3.timer	vlandham	1	139
d3.timer	christophermanning	10	139
d3.timer	jeremybuis	1	139
d3.timer	ramnathv	2	139
d3.timer	milroc	5	139
d3.timer	jugglingnutcase	1	139
d3.timer	iros	1	139
d3.touch	jasondavies	2	10
d3.touch	syntagmatic	1	10
d3.touch	mbostock	6	10
d3.touch	milroc	1	10
d3.touches	jasondavies	2	10
d3.touches	syntagmatic	1	10
d3.touches	mbostock	6	10
d3.touches	milroc	1	10
d3.transform	mbostock	2	8
d3.transform	zjonsson	1	8
d3.transform	syntagmatic	1	8
d3.transform	jasondavies	1	8
d3.transform	biovisualize	1	8
d3.transform	milroc	1	8
d3.transform	jfsiii	1	8
d3.transition	mbostock	9	27
d3.transition	zjonsson	2	27
d3.transition	syntagmatic	2	27
d3.transition	jasondavies	4	27
d3.transition	timelyportfolio	6	27
d3.transition	milroc	2	27
d3.transition	bollwyvl	1	27
d3.transition	danharr	1	27
d3.transpose	zjonsson	1	8
d3.transpose	syntagmatic	1	8
d3.transpose	mbostock	1	8
d3.transpose	jasondavies	1	8
d3.transpose	biovisualize	3	8
d3.transpose	milroc	1	8
d3.tsv	mbostock	53	72
d3.tsv	syntagmatic	3	72
d3.tsv	jasondavies	1	72
d3.tsv	zjonsson	1	72
d3.tsv	timelyportfolio	2	72
d3.tsv	herrstucki	2	72
d3.tsv	milroc	6	72
d3.tsv	biovisualize	1	72
d3.tsv	jfsiii	2	72
d3.tsv	seemantk	1	72
d3.tsv.parse	timelyportfolio	1	1
d3.values	mbostock	9	26
d3.values	zjonsson	3	26
d3.values	biovisualize	3	26
d3.values	syntagmatic	1	26
d3.values	jasondavies	1	26
d3.values	vlandham	1	26
d3.values	milroc	3	26
d3.values	enjalot	1	26
d3.values	mpmckenna8	3	26
d3.values	danharr	1	26
d3.xhr	zjonsson	1	6
d3.xhr	syntagmatic	1	6
d3.xhr	mbostock	1	6
d3.xhr	jasondavies	1	6
d3.xhr	timelyportfolio	1	6
d3.xhr	milroc	1	6
d3.xml	mbostock	3	13
d3.xml	biovisualize	3	13
d3.xml	zjonsson	3	13
d3.xml	syntagmatic	1	13
d3.xml	jasondavies	1	13
d3.xml	christophermanning	1	13
d3.xml	milroc	1	13
d3.zip	mbostock	3	15
d3.zip	zjonsson	1	15
d3.zip	syntagmatic	1	15
d3.zip	jasondavies	1	15
d3.zip	milroc	2	15
d3.zip	enjalot	5	15
d3.zip	ckuijjer	1	15
d3.zip	seemantk	1	15
